uid,title,abstract,year,venue,authors,doi,arxiv_id,url,source,query,query_role,family,advisor_seed,citation_count,matched_terms,retrieved_at,relevance_score,hostile_score
arxiv:2309.16930v1,PONG: Probabilistic Object Normals for Grasping via Analytic Bounds on Force Closure Probability,"Classical approaches to grasp planning are deterministic, requiring perfect knowledge of an object's pose and geometry. In response, data-driven approaches have emerged that plan grasps entirely from sensory data. While these data-driven methods have excelled in generating parallel-jaw and power grasps, their application to precision grasps (those using the fingertips of a dexterous hand, e.g, for tool use) remains limited. Precision grasping poses a unique challenge due to its sensitivity to object geometry, which allows small uncertainties in the object's shape and pose to cause an otherwise robust grasp to fail. In response to these challenges, we introduce Probabilistic Object Normals for Grasping (PONG), a novel, analytic approach for calculating a conservative estimate of force closure probability in the case when contact locations are known but surface normals are uncertain. We th",2023,arXiv,Albert H. Li; Preston Culbertson; Aaron D. Ames,,2309.16930v1,http://arxiv.org/abs/2309.16930v1,arxiv,analytical grasping,anti_myopia,anti_thesis,,,analytical grasping,2026-06-12T15:07:36Z,27.750,31.750
doi:10.48550/arxiv.2307.13204,GraspGPT: Leveraging Semantic Knowledge from a Large Language Model for Task-Oriented Grasping,"Task-oriented grasping (TOG) refers to the problem of predicting grasps on an object that enable subsequent manipulation tasks. To model the complex relationships between objects, tasks, and grasps, existing methods incorporate semantic knowledge as priors into TOG pipelines. However, the existing semantic knowledge is typically constructed based on closed-world concept sets, restraining the generalization to novel concepts out of the pre-defined sets. To address this issue, we propose GraspGPT, a large language model (LLM) based TOG framework that leverages the open-end semantic knowledge from an LLM to achieve zero-shot generalization to novel concepts. We conduct experiments on Language Augmented TaskGrasp (LA-TaskGrasp) dataset and demonstrate that GraspGPT outperforms existing TOG methods on different held-out settings when generalizing to novel concepts out of the training set. The",2023,arXiv (Cornell University),Chao Tang; Dehao Huang; Wenqi Ge; Weiyu Liu; Hong Zhang,10.48550/arxiv.2307.13204,,https://doi.org/10.48550/arxiv.2307.13204,openalex,energy based transformer robot policy,concept,ebm_transformer,,1,energy based transformer robot policy; generalization,2026-06-12T18:05:07Z,26.697,27.697
arxiv:2312.16217v1,ManipLLM: Embodied Multimodal Large Language Model for Object-Centric Robotic Manipulation,"Robot manipulation relies on accurately predicting contact points and end-effector directions to ensure successful operation. However, learning-based robot manipulation, trained on a limited category within a simulator, often struggles to achieve generalizability, especially when confronted with extensive categories. Therefore, we introduce an innovative approach for robot manipulation that leverages the robust reasoning capabilities of Multimodal Large Language Models (MLLMs) to enhance the stability and generalization of manipulation. By fine-tuning the injected adapters, we preserve the inherent common sense and reasoning ability of the MLLMs while equipping them with the ability for manipulation. The fundamental insight lies in the introduced fine-tuning paradigm, encompassing object category understanding, affordance prior reasoning, and object-centric pose prediction to stimulate t",2023,arXiv,Xiaoqi Li; Mingxu Zhang; Yiran Geng; Haoran Geng; Yuxing Long; Yan Shen; Renrui Zhang; Jiaming Liu; Hao Dong,,2312.16217v1,http://arxiv.org/abs/2312.16217v1,arxiv,object centric robot world model,concept,object_centric,,,robot world model; robot manipulation; test time adaptation; generalization,2026-06-12T15:07:36Z,26.150,27.150
doi:10.3390/robotics7040076,Motion Planning and Reactive Control Algorithms for Object Manipulation in Uncertain Conditions,"This work proposes the application of several smart strategies for object manipulation tasks. A real-time flexible motion planning method was developed to be adapted to typical in-store logistics scenarios. The solution combines and optimizes some state-of-the-art techniques to solve object recognition and localization problems with a new hybrid pipeline. The algorithm guarantees good robustness and accuracy for object detection through depth images. A standard planner plans collision-free trajectories throughout the whole task while a proposed reactive motion control is active. Distributed proximity sensors were adopted to locally modify the planned trajectory when unexpected or misplaced obstacles intervene in the scene. To implement a robust grasping phase, a novel slipping control algorithm was used. It dynamically computes the grasp force by adapting it to the actual object physical",2018,Robotics,Marco Costanzo; Giuseppe De Maria; Gaetano Lettera; Ciro Natale; Salvatore Pirozzi,10.3390/robotics7040076,,https://doi.org/10.3390/robotics7040076,crossref,physical reasoning robotics manipulation,concept,physical_reasoning,,4,motion planning; robustness,2026-06-12T14:45:03Z,25.755,27.755
doi:10.3390/s23249827,Analysis of Contact Force and Shape Change on Grasping a Square Object Using an Actual Fin Ray Soft Gripper,"The Fin Ray-type soft gripper (FRSG) is a typical soft gripper structure and applies the deformation characteristics of the Fin Ray structure. This structure functions to stabilize the grasping of an object by passive deformation due to external forces. To analyze the performance of detailed force without compromising the actual FRSG characteristics, it is effective to incorporate multiple force sensors into the grasping object without installing them inside the Fin Ray structure. Since the grasping characteristics of the FRSG are greatly affected by the arrangement of the crossbeams, it is also important to understand the correspondence between the forces and the geometry. In addition, the grasping characteristics of an angular object have not been verified in actual equipment. Therefore, in this study, a contact force measurement device with 16 force sensors built into the grasping obj",2023,Sensors,Takahide Kitamura; Kojiro Matsushita; Naoki Nakatani,10.3390/s23249827,,https://doi.org/10.3390/s23249827,crossref,analytical grasping,anti_myopia,anti_thesis,,4,analytical grasping,2026-06-12T15:07:36Z,25.655,28.655
arxiv:2310.05239v3,Lan-grasp: Using Large Language Models for Semantic Object Grasping and Placement,"In this paper, we propose Lan-grasp, a novel approach towards more appropriate semantic grasping and placing. We leverage foundation models to equip the robot with a semantic understanding of object geometry, enabling it to identify the right place to grasp, which parts to avoid, and the natural pose for placement. This is an important contribution to grasping and utilizing objects in a more meaningful and safe manner. We leverage a combination of a Large Language Model, a Vision-Language Model, and a traditional grasp planner to generate grasps that demonstrate a deeper semantic understanding of the objects. Building on foundation models provides us with a zero-shot grasp method that can handle a wide range of objects without requiring further training or fine-tuning. We also propose a method for safely putting down a grasped object. The core idea is to rotate the object upright utilizi",2023,arXiv,Reihaneh Mirjalili; Michael Krawez; Yannik Blei; Simone Silenzi; Florian Walter; Wolfram Burgard,,2310.05239v3,http://arxiv.org/abs/2310.05239v3,arxiv,analytical grasping,anti_myopia,anti_thesis,,,analytical grasping,2026-06-12T15:07:36Z,25.400,28.400
doi:10.2139/ssrn.6365601,GraspMind: Multi-Granularity Language-Conditioned Affordance Prediction for Robotic Grasping,"Developing embodied AI systems that interpret free-form natural language and execute appropriate manipulation actions in cluttered environments remains a central challenge in multimodal decision- making. Existing language-conditioned grasping methods typically accommodate only a single instruction granularity (e.g., object names), which limits their capacity to resolve ambiguity when multiple semantically similar objects coexist. We present GraspMind, a multimodal expert framework for multi-granularity language-conditioned affordance prediction that accommodates instructions across six levels of specificity: object category, visual attribute, spatial relation, functional purpose, part-level reference, and their combinations. GraspMind couples a frozen CLIP text encoder with a PointNet++ 3D backbone through cross-attention fusion, enabling per-point alignment between linguistic semantics ",,,Kexuan Lin,10.2139/ssrn.6365601,,https://doi.org/10.2139/ssrn.6365601,crossref,analytical grasping,anti_myopia,anti_thesis,,,generalization; robustness; shortcut learning; analytical grasping,2026-06-12T15:07:36Z,25.300,30.300
doi:10.3390/mi15121513,A High-Repeatability Three-Dimensional Force Tactile Sensing System for Robotic Dexterous Grasping and Object Recognition,"Robotic devices with integrated tactile sensors can accurately perceive the contact force, pressure, sliding, and other tactile information, and they have been widely used in various fields, including human–robot interaction, dexterous manipulation, and object recognition. To address the challenges associated with the initial value drift, and to improve the durability and accuracy of the tactile detection for a robotic dexterous hand, in this study, a flexible tactile sensor is designed with high repeatability by introducing a supporting layer for pre-separation. The proposed tactile sensor has a detection range of 0–5 N with a resolution of 0.2 N, and the repeatability error is as relatively small as 1.5%. In addition, the response time of the proposed tactile sensor under loading and unloading conditions are 80 ms and 160 ms, respectively. Moreover, a three-dimensional force decoupling",2024,Micromachines,Yaoguang Shi; Xiaozhou Lü; Wenran Wang; Xiaohui Zhou; Wensong Zhu,10.3390/mi15121513,,https://doi.org/10.3390/mi15121513,crossref,analytical grasping,anti_myopia,anti_thesis,,5,dexterous manipulation; human robot interaction; analytical grasping,2026-06-12T15:07:36Z,25.296,28.296
doi:10.1002/aisy.202400404,Interactive Prompt‐Guided Robotic Grasping for Arbitrary Objects Based on Promptable Segment Anything Model and Force‐Closure Analysis,"Grasp generation methods based on force‐closure analysis can calculate the optimal grasps for objects through their appearances. However, the limited visual perception ability makes robots difficult to directly detect the complete appearance of objects. Building predefined models is also a costly procedure. These reasons constrain the application of force‐closure analysis in the real world. To solve it, this article proposes an interactive robotic grasping method based on promptable segment anything model and force‐closure analysis. A human operator can mark a prompt on any object using a laser pointer. Then, the robot extracts the edge of the marked object and calculates the optimal grasp through the edge. To validate feasibility and generalizability, the grasping generation method is tested on the Cornell and Jacquard datasets and a novel benchmark test set of 36 diverse objects is con",2024,Advanced Intelligent Systems,Yan Liu; Yaxin Liu; Ruiqing Han; Kai Zheng; Yufeng Yao; Ming Zhong,10.1002/aisy.202400404,,https://doi.org/10.1002/aisy.202400404,openalex,energy based model robot learning,concept,ebm,,3,benchmark; occlusion; ablation,2026-06-12T18:26:24Z,24.893,27.893
arxiv:2303.01310v3,Learning Language-Conditioned Deformable Object Manipulation with Graph Dynamics,"Multi-task learning of deformable object manipulation is a challenging problem in robot manipulation. Most previous works address this problem in a goal-conditioned way and adapt goal images to specify different tasks, which limits the multi-task learning performance and can not generalize to new tasks. Thus, we adapt language instruction to specify deformable object manipulation tasks and propose a learning framework. We first design a unified Transformer-based architecture to understand multi-modal data and output picking and placing action. Besides, we have introduced the visible connectivity graph to tackle nonlinear dynamics and complex configuration of the deformable object. Both simulated and real experiments have demonstrated that the proposed method is effective and can generalize to unseen instructions and tasks. Compared with the state-of-the-art method, our method achieves hi",2023,arXiv,Yuhong Deng; Kai Mo; Chongkun Xia; Xueqian Wang,,2303.01310v3,http://arxiv.org/abs/2303.01310v3,arxiv,deformable object manipulation robot learning,concept,deformable,,,robot manipulation; deformable object manipulation,2026-06-12T15:07:36Z,24.800,24.800
